Placebo,,mRNA,
X,Y,X,Y
1.1150764924598917,0.0018272169148638717,4.049683449940218,0.0058676062011735475
2.9570272387419365,0.0005342923432447577,6.01646463009714,0.005227608538222128
4.705288317081852,-0.00017681617114595483,10.569710488020355,0.02066072396728158
6.484779284735815,0.004620746019479149,11.958433169089737,0.019687221012455236
8.096113594707496,0.0060286692407576226,13.79382430723944,0.03580568067197376
9.825151994845456,0.036219010519932926,15.100942310726055,0.03720244522428162
13.0093752583849,0.06507668094351349,17.317651728776575,0.03606426558629794
14.9762455619231,0.08609263904073305,19.034682917802456,0.040201624215479015
16.693276750948982,0.0848838793657598,20.751714106828338,0.041235963872774395
18.0563617674673,0.08738434556747476,22.107354947473667,0.041577442391436126
20.078247673760593,0.10740577343787372,24.35872488658454,0.04136407924512886
22.036541397933036,0.1267874641246305,25.04137858515093,0.04149454878709813
22.98589517601186,0.14769989251187532,27.98259032358827,0.04250225888311254
25.002155436274194,0.1676994938799723,29.18069832454222,0.05002988103457984
26.99546388510427,0.18376325288453765,31.041894029871557,0.05099139451687762
29.108088526004877,0.22525310920479225,32.72290358556123,0.05099139451687762
30.049609028262964,0.2592538083797047,34.49997083014746,0.050772591897064956
30.9887949308346,0.28712358783345504,36.20499480806127,0.05276844503665812
33.38415785466161,0.28904117532454565,37.92202599708715,0.05276844503665812
35.100331385750906,0.30277364451087063,39.61824468685212,0.05097802572043397
37.11046107056055,0.3560966698376906,41.39211000847513,0.05099139451687762
38.098765134465054,0.35646861944276953,43.0731195641648,0.05073895947417517
40.00466226646526,0.36300959973028535,44.76613633096653,0.05099139451687762
42.151043733716506,0.3901358612411663,46.5279944414775,0.05097802572043397
44.145862545564555,0.46317670060833205,48.21220592013037,0.05164780237631472
45.14385183639962,0.4608799363088525,50.06611931583383,0.058277115741673935
47.08049397543087,0.48253860271765747,51.646268298182136,0.058211880970688856
48.072389820870356,0.5220815941833847,53.41132833165631,0.058211880970688856
50.240423997144035,0.5584384279111934,55.10434509845804,0.05956886322848565
51.790354831526955,0.5918119052831452,56.74693157858907,0.0579942963957536
53.575998655478955,0.6115458177557551,58.52640026539771,0.05843068359050152
55.270730738153844,0.641547824600994,60.23042364238553,0.06463009115185514
56.92086460812676,0.6799476843780827,61.912433799001235,0.06460132348417202
58.66168151059371,0.7080398569275295,63.6654866213633,0.06390074908581322
60.43554683221673,0.7337418713348343,65.47257189372971,0.06400743065896686
62.116556387906385,0.765845077941764,67.09954899941506,0.08080811622153439
63.833587576932274,0.8214087876730312,69.03039766961716,0.09278472497585488
65.55061876595815,0.8501983501599122,70.5456185885789,0.09768265553998168
67.26764995498404,0.8794644161299399,72.31067862205305,0.10920626018343871
68.94008293130794,0.9243522945430873,73.99168817774273,0.11413701856483849
70.67769791081166,0.9752999636078021,75.6550871571347,0.11488216551707797
72.5302390538166,1.0344860722670755,77.35370728912208,0.11365524678629191
74.25584682220824,1.0911194836952034,79.1307745337083,0.12801665510489268
75.75674821121689,1.1450907965822796,80.8478057227342,0.13292976847704496
77.21507857901001,1.2061433578923773,82.56483691176007,0.13422269304866408
78.59045003366519,1.3023916466757948,84.28186810078594,0.13422269304866408
78.03811832251002,1.237863107382767,85.99889928981183,0.1337055232200166
80.21042293286851,1.3134776460796267,87.7159304788377,0.13292976847704496
81.55623117834627,1.4054659141591197,89.4329616678636,0.13292976847704496
83.04730848553594,1.4610218884442316,91.14999285688947,0.1331883533913687
84.33862946240664,1.5226512930247444,92.86702404591536,0.13344693830569287
85.74674785645837,1.595751259189365,94.58405523494123,0.1331883533913687
86.88343050840092,1.6439850811569143,96.3010864239671,0.13292976847704496
87.6438872121653,1.716092700086224,98.01811761299301,0.13215401373407376
89.29916702975767,1.7277152868672152,99.73514880201888,0.1306025042481309
90.99389911243257,1.7301872355124774,101.45217999104476,0.13292976847704496
92.44036781106651,1.8992888402345456,103.16921118007063,0.1337055232200166
92.00850845140242,1.7356390674561384,104.26186739126892,0.13327454836280994
92.08655532363086,1.7896833145498185,9.451182650788148,0.021229931208698538
94.10376679045847,1.9032418742324908,12.917700364646656,0.025782649760634158
95.50500832723692,1.9092443594360131,16.103149074678797,0.03602626650248952
96.50921141657632,1.9899788794364843,23.12987417033792,0.04171716469240927
97.70593012407922,1.989931472202192,26.190403323113898,0.04171716469240927
98.37287612312231,2.2789259724505033,30.06290959805493,0.05196078143426419
99.4749925612574,2.422332856185927,68.10091478255642,0.08155345202184572
99.1107738241913,2.364258994177367,,
101.18459071483294,2.417896893548538,,
102.83472458480587,2.417896893548538,,
104.08347454046104,2.415865154935994,,
11.043907005804229,0.04740806288232857,,
14.04197637995211,0.07586255383192642,,
19.038758670198604,0.10431704478152382,,
21.006241696983167,0.10659340405749163,,
24.035540960445097,0.16577874523265468,,
26.09671365517177,0.18057508052644522,,
28.095426571270366,0.18512779907838128,,
36.18396790360687,0.32284753527443355,,
39.11957749912669,0.36154564296588676,,
41.087060525911255,0.3797565171736288,,
43.14823322063792,0.44121821762475966,,
46.14630259478582,0.4617054511084704,,
49.081912190305644,0.5379634868533918,,
